Open,High,Low,Close,Volume,LogReturn,MA_7,MA_14,MA_21,MA_50,Volatility_7,Volatility_14,Volatility_30,Momentum_3,Momentum_5,Momentum_10,Momentum_14,Momentum_30
314.2489929199219,320.43499755859375,314.00299072265625,320.43499755859375,8036550,,,,,,,,,,,,,
315.0320129394531,315.8389892578125,313.56500244140625,314.0790100097656,7860650,-0.020034861569909523,,,,,,,,,,,,
281.0820007324219,315.1499938964844,281.0820007324219,314.84600830078125,33054400,0.0024390782650751675,,,,,,,,,,,,
264.19500732421875,287.2300109863281,257.61199951171875,281.14599609375,55629100,-0.11320956329401799,,,,,,,,-39.28900146484375,,,,
274.4739990234375,278.34100341796875,265.0840148925781,265.0840148925781,43962800,-0.05882728039117424,,,,,,,,-48.9949951171875,,,,
286.1889953613281,287.5530090332031,272.6960144042969,274.6109924316406,23245700,0.03530871016684678,,,,,,,,-40.235015869140625,-45.824005126953125,,,
294.3370056152344,298.7539978027344,283.0790100097656,286.0769958496094,24866800,0.04090546760719693,293.7540021623884,,,,,,,4.930999755859375,-28.00201416015625,,,
283.3489990234375,294.135009765625,282.17498779296875,294.135009765625,19982500,0.027777887975720894,289.99686104910717,,,,0.05496948986012297,,,29.050994873046875,-20.71099853515625,,,
290.4079895019531,291.114013671875,280.5329895019531,282.38299560546875,18718600,-0.04077458887624985,285.46885899135043,,,,0.056035425642449906,,,7.772003173828125,1.23699951171875,,,
274.7959899902344,288.12701416015625,273.96600341796875,287.3030090332031,15264300,0.017273149474243077,281.53414481026783,,,,0.05703141200667503,,,1.22601318359375,22.218994140625,,,
265.6600036621094,279.63800048828125,265.03900146484375,274.6080017089844,18200800,-0.04519280700110606,280.6001456124442,,,,0.04261937663975768,,,-19.527008056640625,-0.00299072265625,-45.826995849609375,,
267.7959899902344,272.2030029296875,265.20001220703125,266.14599609375,18880300,-0.03129961670782677,280.7518572126116,,,,0.03790439566543072,,,-16.23699951171875,-19.930999755859375,-47.933013916015625,,
225.86099243164062,268.2770080566406,219.906005859375,267.3940124511719,72843904,0.004678256976482942,279.72086007254467,,,,0.03484643494678377,,,-19.90899658203125,-26.740997314453125,-47.451995849609375,,
178.10299682617188,223.8939971923828,171.50999450683594,223.8939971923828,97638704,-0.17755055965812705,270.83757455008373,282.2957883562361,,,0.06415872456880588,,,-50.71400451660156,-58.48899841308594,-57.25199890136719,,
209.843994140625,229.06700134277344,176.89700317382812,176.89700317382812,81773504,-0.23560505279830757,254.08928789411272,272.04307447160994,,,0.08602663667332357,0.07513206254181154,,-89.24899291992188,-110.406005859375,-88.18701171875,-143.53799438476562,
208.0970001220703,221.59100341796875,199.77099609375,209.07000732421875,38421000,0.1671014989210482,243.61600385393416,264.5424314226423,,,0.12803293097377652,0.09557696316835616,,-58.324005126953125,-65.53799438476562,-65.54098510742188,-105.00900268554688,
199.25999450683594,211.7310028076172,194.875,207.83399963378906,23469700,-0.005929476767634334,232.26328822544642,256.89871651785717,,,0.1267438574973758,0.09542349042427614,,-16.05999755859375,-58.31199645996094,-78.24299621582031,-107.01200866699219,
210.33900451660156,218.69500732421875,194.50599670410156,200.0500030517578,30085100,-0.038172331825058414,221.61214556012834,251.10614558628626,,,0.12671581288889538,0.09258280861814908,,23.152999877929688,-67.34400939941406,-94.08500671386719,-81.09599304199219,
